0 0 0 529 0 0 1 0 0
4 0 0 529 0 0 1 0 1
5 100 200 100 0 0 -1 0 1
5.5 100 200 100 0 0 -1 1 1
6.5 -50 100 200 0 1 0 1 0
7 -50 100 200 0 1 0 0 0
9 0 0 529 0 0 1 0 0
12 0 0 529 0 0 1 0 0

