0 0 0 529 0 0 1 0 0
4 0 0 529 0 0 1 0 1
6.5 100 200 100 0 0 -1 0 1
7.5 100 200 100 0 0 -1 1 1
10.5 -50 100 200 0 1 0 1 0
11.5 -50 100 200 0 1 0 0 0
14 0 0 529 0 0 1 0 0
16 0 0 529 0 0 1 0 0

